id,date,sender,place,geo_sender,recipient,place,geo_recipient
"huyg003/0327","1656-08-24","Chapelain, Jean (1595-1674)","Paris (fr)","48.8566969, 2.3514616","Huygens, Christiaan (1629-1695)","Den Haag (nl)","52.0799838, 4.3113461"
"huyg003/0371","1657-03-02","Mylon, Claude (1618-1660)","Paris (fr)","48.8566969, 2.3514616","Huygens, Christiaan (1629-1695)","[Den Haag (nl)]","52.0799838, 4.3113461"
"huyg003/0455a","1658-02-01","Sorbière, Samuel (1615-1670)","Paris (fr)","48.8566969, 2.3514616","Hobbes, Thomas (1588-1679)","?",
"huyg003/0675","1659-10-15","Chapelain, Jean (1595-1674)","Paris (fr)","48.8566969, 2.3514616","Huygens, Christiaan (1629-1695)","Den Haag (nl)","52.0799838, 4.3113461"
"huyg003/0695","1659-12-18","Chapelain, Jean (1595-1674)","Paris (fr)","48.8566969, 2.3514616","Huygens, Christiaan (1629-1695)","Den Haag (nl)","52.0799838, 4.3113461"
"huyg003/0726","1660-03-06","Carcavy, Pierre de (1600-1684)","[Paris (fr)]","48.8566969, 2.3514616","Huygens, Christiaan (1629-1695)","Den Haag (nl)","52.0799838, 4.3113461"
"huyg003/0754","1660-06-25","Carcavy, Pierre de (1600-1684)","Paris (fr)","48.8566969, 2.3514616","Huygens, Christiaan (1629-1695)","[Den Haag (nl)]","52.0799838, 4.3113461"
"huyg003/0826","1660-12","Huygens, Constantijn (1596-1687)","?",,"Conrart, Valentin (1603-1675)","[Paris (fr)]",
"huyg003/0875","1661-07-20","Chapelain, Jean (1595-1674)","Paris (fr)","48.8566969, 2.3514616","Huygens, Christiaan (1629-1695)","Den Haag (nl)","52.0799838, 4.3113461"
"huyg003/0990","1662-01-01","Fermat, Pierre de (1601-1665)","Toulon (fr)","43.1257311, 5.9304919","Cureau de la Chambre, Marin (1594-1669)","?",
"huyg003/1024","1662-06-15","Chapelain, Jean (1595-1674)","Paris (fr)","48.8566969, 2.3514616","Huygens, Christiaan (1629-1695)","Den Haag (nl)","52.0799838, 4.3113461"
"huyg003/1516","1666-01-21","Huygens, Constantijn (1596-1687)","Den Haag (nl)","52.0799838, 4.3113461","Habert de Montmort, Henri Louis (1600-1679)","[Paris (fr)]","48.8566969, 2.3514616"
"huyg003/1622","1668-01","Mariotte, Edme (1620-1684)","[Dijon (fr)]","47.3215806, 5.0414701","Huygens, Christiaan (1629-1695)","[Paris (fr)]","48.8566969, 2.3514616"
"nier005/0044","1669?","?","?",,"Nierop, Dirck Rembrantsz van (1610-1682)","[Nieuwe Niedorp (nl)]",
"huyg003/1899","1672-07","Huygens, Christiaan (1629-1695)","[Paris (fr)]","48.8566969, 2.3514616","Gallois, Jean (1632-1707)","[Paris (fr)]","48.8566969, 2.3514616"
"huyg003/2024","1675","Hautefeuille, Jean de (1647-1724)","?",,"?","?",
"huyg003/2094","1676-09-05","Dierkens, Salomon (1641-1703)","Den Haag (nl)","52.0799838, 4.3113461","Huygens, Christiaan (1629-1695)","Den Haag (nl)","52.0799838, 4.3113461"
"huyg003/2192","1679-09-08","Leibniz, Gottfried Wilhelm (1646-1716)","Hannover (de)","52.3744779, 9.7385532","Huygens, Christiaan (1629-1695)","[Paris (fr)]","48.8566969, 2.3514616"
"huyg003/2220","1680-03-24","Hire, Philippe de la (1640-1718)","Paris (fr)","48.8566969, 2.3514616","Huygens, Christiaan (1629-1695)","Paris (fr)","48.8566969, 2.3514616"
"leeu027/0082","1685-01-05","Leeuwenhoek, Antoni van (1632-1723)","Delft (nl)","51.999457199999995, 4.362724538543995","Royal Society (London)","London (gb)","51.5073219, -0.1276474"
"huyg003/2454","1687-04-20","Hire, Philippe de la (1640-1718)","Paris (fr)","48.8566969, 2.3514616","Huygens, Christiaan (1629-1695)","[Den Haag (nl)]","52.0799838, 4.3113461"
"huyg003/2506","1687-12-14","Lannion, de (fl. 1687-1688)","Paris (fr)","48.8566969, 2.3514616","Huygens, Christiaan (1629-1695)","[Den Haag (nl)]","52.0799838, 4.3113461"
"huyg003/2616","1690-08-30","Hire, Philippe de la (1640-1718)","Paris (fr)","48.8566969, 2.3514616","Huygens, Christiaan (1629-1695)","[Den Haag (nl)]","52.0799838, 4.3113461"
"huyg003/2640","1690-12-06","Papin, Denis (1647-1712)","Marburg (de)","50.8117327, 8.7757742","Huygens, Christiaan (1629-1695)","[Den Haag (nl)]","52.0799838, 4.3113461"
"huyg003/2667","1691-03-26","Huygens, Christiaan (1629-1695)","Den Haag (nl)","52.0799838, 4.3113461","Leibniz, Gottfried Wilhelm (1646-1716)","[Hannover (de)]","52.3744779, 9.7385532"
"huyg003/2765","1692-09-10","Hospital, Guillaume François Antoine de l' (1661-1704)","Oucques (fr)","47.823421350000004, 1.2932768971370905","Huygens, Christiaan (1629-1695)","[Den Haag (nl)]","52.0799838, 4.3113461"
"huyg003/2793","1693-02","Huygens, Christiaan (1629-1695)","[Den Haag (nl)]","52.0799838, 4.3113461","Basnage de Beauval, Henri (1657-1710)","?",
"huyg003/2787","1693-02-12","Hospital, Guillaume François Antoine de l' (1661-1704)","Paris (fr)","48.8566969, 2.3514616","Huygens, Christiaan (1629-1695)","[Den Haag (nl)]","52.0799838, 4.3113461"
"huyg003/2801","1693-04-09","Huygens, Christiaan (1629-1695)","Den Haag (nl)","52.0799838, 4.3113461","Hospital, Guillaume François Antoine de l' (1661-1704)","[Paris (fr)]","48.8566969, 2.3514616"
"huyg003/2807","1693-07-02","Hospital, Guillaume François Antoine de l' (1661-1704)","Paris (fr)","48.8566969, 2.3514616","Huygens, Christiaan (1629-1695)","[Den Haag (nl)]","52.0799838, 4.3113461"
"huyg003/2815","1693-08-10","Hospital, Guillaume François Antoine de l' (1661-1704)","Paris (fr)","48.8566969, 2.3514616","Huygens, Christiaan (1629-1695)","[Den Haag (nl)]","52.0799838, 4.3113461"
"huyg003/2838","1693-11-25","Hospital, Guillaume François Antoine de l' (1661-1704)","Oucques (fr)","47.823421350000004, 1.2932768971370905","Huygens, Christiaan (1629-1695)","[Den Haag (nl)]","52.0799838, 4.3113461"
"huyg003/2843","1694-01-18","Hospital, Guillaume François Antoine de l' (1661-1704)","Paris (fr)","48.8566969, 2.3514616","Huygens, Christiaan (1629-1695)","[Den Haag (nl)]","52.0799838, 4.3113461"
"huyg003/2879","1694-10-04","Hospital, Guillaume François Antoine de l' (1661-1704)","Paris (fr)","48.8566969, 2.3514616","Huygens, Christiaan (1629-1695)","Den Haag (nl)","52.0799838, 4.3113461"
"huyg003/2892","1695-03-14","Hospital, Guillaume François Antoine de l' (1661-1704)","Paris (fr)","48.8566969, 2.3514616","Huygens, Christiaan (1629-1695)","Den Haag (nl)","52.0799838, 4.3113461"
"huyg003/2894","1695-07-26","Leibniz, Gottfried Wilhelm (1646-1716)","[Hannover (de)]","52.3744779, 9.7385532","Basnage de Beauval, Henri (1657-1710)","?",
"leeu027/0227","1701-06-21","Leeuwenhoek, Antoni van (1632-1723)","Delft (nl)","51.999457199999995, 4.362724538543995","Sloane, Hans (1660-1753)","[London (gb)]","51.5073219, -0.1276474"
"huyg003/0798","?","Magalotti, Lorenzo (1637-1712)","?",,"Medici, Leopoldo de (1617-1675)","[Firenze (it)]",
"nier005/0075","?","Nierop, Dirck Rembrantsz van (1610-1682)","[Nieuwe Niedorp (nl)]","52.7375152, 4.8925528","Droomers, Joannes (fl. 1681-1682)","Brugge (be)","51.2085526, 3.226772"
